fastId	X	Y
1869	-3361.791	-1122.572
1870	-3393.544	-1121.514
1871	-3425.229	-1118.728
1872	-3456.913	-1115.941
1873	-3488.598	-1113.155
1874	-3520.283	-1110.367
1875	-3551.969	-1107.579
1876	-3583.655	-1104.791
1877	-3615.340	-1102.002
1878	-3742.085	-1090.843
1879	-3189.163	-1064.304
1880	-3306.576	-1055.638
1881	-3332.701	-1042.211
1882	-3964.097	-981.989
1883	-3929.928	-992.967
1884	-3785.970	-1011.598
1885	-3898.980	-1010.053
1886	-3999.791	-977.789
1887	-4035.617	-974.629
1888	-4071.444	-971.469
1889	-4107.271	-968.308
1890	-4127.432	-923.354
1891	-4091.225	-926.549
1892	-4055.018	-929.744
1893	-4018.813	-932.937
1894	-3982.607	-936.130
1895	-3946.401	-939.322
1896	-3910.131	-940.966
1897	-3874.320	-935.180
1898	-3749.648	-945.483
1899	-3153.511	-997.050
1900	-3273.770	-988.081
1901	-3309.511	-994.447
1902	-3345.813	-993.178
1903	-3132.571	-934.920
1904	-3246.644	-925.943
1905	-3634.717	-873.859
1906	-3634.571	-835.742
1907	-3217.601	-861.933
1908	-3097.639	-872.031
1909	-3017.273	-799.211
1910	-3046.666	-802.928
1911	-3075.583	-809.396
1912	-3174.990	-783.486
1913	-3195.669	-811.687
1914	-3223.384	-804.847
1915	-3252.294	-797.711
1916	-3223.253	-758.735
1917	-3248.762	-760.223
1918	-3195.629	-757.117
1919	-3162.974	-754.560
1920	-3058.522	-742.904
1921	-3033.614	-748.020
1922	-3008.707	-753.133
1923	-5536.193	-2322.351
1924	-5570.914	-2319.193
1925	-5605.634	-2316.035
1926	-5640.354	-2312.877
1927	-5701.004	-2258.153
1928	-5574.526	-2268.709
1929	-5542.891	-2277.788
1930	-5510.114	-2281.351
1931	-5664.641	-2181.291
1932	-5540.245	-2190.001
1933	-5508.108	-2184.170
1934	-5627.525	-2120.497
1935	-5504.967	-2131.698
1936	-5589.740	-2035.292
1937	-5505.023	-1879.090
1938	-5472.695	-1804.702
1939	-6109.449	-2220.308
1940	-6224.335	-2210.146
1941	-6202.185	-2131.204
1942	-6089.669	-2142.687
1943	-6066.282	-2082.148
1944	-6180.296	-2070.709
1945	-6157.368	-1982.929
1946	-6041.797	-1994.177
1947	-5988.862	-1835.572
1948	-6106.263	-1826.359
1949	-6083.257	-1752.860
1950	-5975.608	-1764.606
1951	-5946.134	-1699.009
1952	-6059.832	-1688.625
1953	-6672.405	-2174.913
1954	-6786.327	-2162.661
1955	-6727.863	-2081.192
1956	-6716.931	-2029.536
1957	-6740.142	-1927.054
1958	-6627.268	-1939.727
1959	-6593.283	-1786.886
1960	-6705.886	-1775.439
1961	-6565.914	-1648.952
1962	-6639.061	-1643.485
1963	-7211.851	-2181.992
1964	-7204.438	-2128.684
1965	-7198.789	-2041.740
1966	-7191.519	-1986.035
1967	-7182.538	-1888.542
1968	-7168.174	-1736.015
1969	-7226.446	-1590.644
1970	-7155.289	-1596.291
1971	-5539.300	-1642.588
1972	-5567.300	-1640.100
1973	-5595.302	-1637.612
1974	-5623.303	-1635.124
1975	-5651.304	-1632.635
1976	-5679.306	-1630.147
1977	-5707.306	-1627.658
1978	-5735.308	-1625.170
1979	-5763.311	-1622.681
1980	-5791.313	-1620.193
1981	-5819.315	-1617.704
1982	-5847.318	-1615.216
1983	-6290.919	-1575.841
1984	-6327.250	-1572.619
1985	-6363.581	-1569.400
1986	-6399.911	-1566.180
1987	-6436.241	-1562.962
1988	-6472.571	-1559.744
1989	-6508.902	-1556.527
1990	-6545.232	-1553.309
1991	-6581.562	-1550.094
1992	-6763.205	-1534.022
1993	-6799.533	-1530.809
1994	-6835.861	-1527.596
1995	-6872.188	-1524.385
1996	-6908.515	-1521.172
1997	-6944.843	-1517.961
1998	-6981.169	-1514.751
1999	-7017.495	-1511.540
2000	-7053.822	-1508.330
2001	-7090.148	-1505.120
2002	-7126.473	-1501.910
2003	-7220.401	-1525.062
2004	-7149.114	-1531.916
2005	-7114.685	-1528.359
2006	-7080.097	-1531.106
2007	-7043.771	-1534.316
2008	-7007.443	-1537.527
2009	-6971.115	-1540.738
2010	-6934.787	-1543.948
2011	-6898.459	-1547.160
2012	-6862.132	-1550.372
2013	-6825.804	-1553.584
2014	-6789.475	-1556.797
2015	-6753.145	-1560.009
2016	-6716.817	-1563.222
2017	-6680.487	-1566.436
2018	-6652.534	-1570.118
2019	-6625.801	-1579.016
2020	-6554.795	-1585.704
2021	-6526.981	-1581.400
2022	-6498.838	-1582.515
2023	-6462.509	-1585.731
2024	-6426.178	-1588.950
2025	-6389.849	-1592.169
2026	-6353.518	-1595.389
2027	-6317.189	-1598.609
2028	-6280.858	-1601.830
2029	-6244.528	-1605.051
2030	-6208.198	-1608.273
2031	-6171.870	-1611.496
2032	-6135.541	-1614.719
2033	-5848.080	-1640.246
2034	-5818.962	-1642.833
2035	-5789.843	-1645.420
2036	-5760.724	-1648.006
2037	-5731.605	-1650.594
2038	-5702.487	-1653.182
2039	-5673.369	-1655.769
2040	-5644.250	-1658.357
2041	-5615.133	-1660.945
2042	-5586.015	-1663.531
2043	-5556.896	-1666.120
2044	-5527.778	-1668.706
2045	-5515.947	-1602.472
2046	-5546.568	-1599.751
2047	-5577.189	-1597.030
2048	-5607.810	-1594.308
2049	-5638.431	-1591.587
2050	-5669.053	-1588.867
2051	-5699.674	-1586.146
2052	-5730.296	-1583.424
2053	-5760.918	-1580.703
2054	-5791.541	-1577.982
2055	-5822.163	-1575.262
2056	-6272.876	-1535.239
2057	-6306.510	-1532.256
2058	-6340.143	-1529.274
2059	-6373.777	-1526.292
2060	-6407.411	-1523.312
2061	-6441.045	-1520.331
2062	-6474.679	-1517.351
2063	-6506.199	-1514.556
2064	-6537.222	-1508.569
2065	-6717.716	-1495.838
2066	-6753.673	-1492.657
2067	-6789.629	-1489.477
2068	-6825.585	-1486.298
2069	-6861.540	-1483.119
2070	-6897.495	-1479.940
2071	-6933.451	-1476.761
2072	-6969.405	-1473.583
2073	-7005.360	-1470.406
2074	-7041.314	-1467.229
2075	-7074.572	-1464.290
2076	-7107.831	-1461.352
2077	-7140.562	-1455.052
2078	-7078.586	-1438.833
2079	-7043.837	-1441.903
2080	-7009.086	-1444.974
2081	-6974.337	-1448.044
2082	-6939.586	-1451.116
2083	-6904.837	-1454.188
2084	-6870.085	-1457.260
2085	-6835.334	-1460.332
2086	-6800.584	-1463.405
2087	-6765.832	-1466.478
2088	-6731.081	-1469.552
2089	-6696.330	-1472.625
2090	-6665.100	-1475.389
2091	-6497.915	-1487.964
2092	-6462.333	-1493.340
2093	-6427.332	-1496.442
2094	-6392.329	-1499.544
2095	-6357.326	-1502.647
2096	-6322.323	-1505.750
2097	-6287.320	-1508.854
2098	-6252.317	-1511.959
2099	-6217.315	-1515.064
2100	-6182.313	-1518.172
2101	-6147.310	-1521.278
2102	-6112.309	-1524.386
2103	-6077.308	-1527.491
2104	-5840.484	-1548.324
2105	-5812.020	-1551.059
2106	-5783.535	-1553.591
2107	-5755.050	-1556.124
2108	-5726.566	-1558.655
2109	-5698.081	-1561.184
2110	-5669.595	-1563.716
2111	-5641.109	-1566.246
2112	-5612.625	-1568.777
2113	-5584.141	-1571.308
2114	-5555.656	-1573.840
2115	-5527.172	-1576.371
2116	-5498.688	-1578.902
2117	-5470.204	-1581.433
2118	-5888.219	-1493.926
2119	-5999.518	-1483.438
2120	-5975.912	-1420.713
2121	-5864.373	-1429.830
2122	-5847.438	-1363.056
2123	-5958.562	-1352.598
2124	-5934.933	-1289.895
2125	-5823.450	-1299.106
2126	-5806.516	-1232.248
2127	-5917.618	-1221.778
2128	-5893.999	-1159.101
2129	-5782.513	-1168.270
2130	-5764.367	-1101.046
2131	-5876.691	-1090.982
2132	-5853.102	-1028.333
2133	-5741.601	-1037.464
2134	-5410.422	-986.019
2135	-5445.463	-982.917
2136	-5480.502	-979.813
2137	-5515.542	-976.709
2138	-5550.582	-973.607
2139	-5585.622	-970.505
2140	-5620.664	-967.405
2141	-5655.705	-964.306
2142	-5690.812	-964.822
2143	-5725.005	-972.798
2144	-5836.425	-962.171
2145	-5870.063	-948.340
2146	-5905.920	-942.188
2147	-5942.227	-938.981
2148	-5978.534	-935.773
2149	-6014.840	-932.567
2150	-6051.145	-929.359
2151	-6087.451	-926.153
2152	-5413.904	-942.541
2153	-5450.036	-939.346
2154	-5486.167	-936.151
2155	-5522.298	-932.958
2156	-5558.429	-929.762
2157	-5594.559	-926.568
2158	-5630.691	-923.376
2159	-5666.637	-918.797
2160	-5701.014	-908.502
2161	-5812.639	-899.174
2162	-5846.962	-902.914
2163	-5881.773	-901.207
2164	-5916.522	-898.139
2165	-5951.271	-895.071
2166	-5986.019	-892.005
2167	-6020.767	-888.939
2168	-6055.514	-885.872
2169	-6090.261	-882.806
2170	-6510.315	-1378.416
2171	-6582.911	-1372.905
2172	-6566.530	-1293.962
2173	-6500.179	-1301.104
2174	-6482.902	-1246.459
2175	-6555.535	-1240.970
2176	-6539.365	-1163.048
2177	-6473.173	-1170.340
2178	-6455.486	-1114.514
2179	-6528.161	-1109.049
2180	-6511.778	-1030.099
2181	-6445.594	-1037.168
2182	-6430.167	-984.040
2183	-6499.222	-978.855
2184	-6322.108	-906.460
2185	-6350.055	-907.936
2186	-6403.223	-901.131
2187	-6377.701	-912.360
2188	-6430.185	-893.912
2189	-6514.127	-896.353
2190	-6489.740	-923.731
2191	-6421.325	-925.773
2192	-6493.902	-865.464
2193	-6457.130	-862.399
2194	-6419.980	-859.304
2195	-6393.677	-857.537
2196	-6368.376	-859.774
2197	-6343.076	-862.005
2198	-6317.775	-864.238
2199	-7129.166	-1324.271
2200	-7201.259	-1317.558
2201	-7193.874	-1237.503
2202	-7125.849	-1245.867
2203	-7117.751	-1189.827
2204	-7188.956	-1184.160
2205	-7113.096	-1113.123
2206	-7105.490	-1056.672
2207	-7038.699	-932.001
2208	-7064.911	-928.570
2209	-7090.263	-921.138
2210	-7163.362	-905.352
2211	-7166.658	-942.332
2212	-7169.951	-979.325
2213	-7095.238	-976.021
2214	-7068.983	-973.389
2215	-7042.620	-974.763
2216	-10110.953	-1928.526
2217	-10212.638	-1920.977
2218	-10172.407	-1867.015
2219	-10101.557	-1872.454
2220	-10095.919	-1782.746
2221	-10163.981	-1775.686
2222	-10159.298	-1724.925
2223	-10088.458	-1730.366
2224	-10079.503	-1631.900
2225	-10189.089	-1622.186
2226	-10175.102	-1471.792
2227	-10065.511	-1481.453
2228	-10123.439	-1336.246
2229	-10052.627	-1341.707
2230	-9681.493	-1962.496
2231	-9584.418	-1969.625
2232	-9577.090	-1921.270
2233	-9644.770	-1915.628
2234	-9635.886	-1819.337
2235	-9570.702	-1827.670
2236	-9564.468	-1777.653
2237	-9631.645	-1773.375
2238	-9656.445	-1668.272
2239	-9555.322	-1677.243
2240	-9541.521	-1528.717
2241	-9642.647	-1519.801
2242	-9600.691	-1437.870
2243	-9536.487	-1442.147
2244	-9528.633	-1388.955
2245	-9595.782	-1384.649
2246	-9157.355	-2009.812
2247	-9053.447	-2017.554
2248	-9046.066	-1967.268
2249	-9116.786	-1960.335
2250	-9108.363	-1869.049
2251	-9040.347	-1876.143
2252	-9032.831	-1823.663
2253	-9103.674	-1818.226
2254	-9023.862	-1725.235
2255	-9009.855	-1574.643
2256	-9119.469	-1565.044
2257	-9067.809	-1429.466
2258	-8996.989	-1434.926
2259	-8672.436	-1364.612
2260	-8708.268	-1361.448
2261	-8744.101	-1358.284
2262	-8779.934	-1355.120
2263	-8815.766	-1351.956
2264	-8851.598	-1348.792
2265	-8887.431	-1345.628
2266	-8923.263	-1342.464
2267	-8959.096	-1339.302
2268	-8994.929	-1336.137
2269	-9273.913	-1311.508
2270	-9309.623	-1308.356
2271	-9345.334	-1305.202
2272	-9381.045	-1302.050
2273	-9416.756	-1298.899
2274	-9452.467	-1295.746
2275	-9488.200	-1292.985
2276	-9523.047	-1300.316
2277	-9553.619	-1287.118
2278	-9587.155	-1290.612
2279	-9455.760	-1320.547
2280	-9421.606	-1323.562
2281	-9387.449	-1326.578
2282	-9353.292	-1329.593
2283	-9319.136	-1332.608
2284	-9284.979	-1335.623
2285	-9250.823	-1338.638
2286	-9216.666	-1341.654
2287	-9182.510	-1344.671
2288	-9148.353	-1347.687
2289	-9114.197	-1350.703
2290	-9087.365	-1353.083
2291	-9061.382	-1359.796
2292	-8991.026	-1366.947
2293	-8964.783	-1364.110
2294	-8938.389	-1366.364
2295	-8902.557	-1369.576
2296	-8866.725	-1372.788
2297	-8830.894	-1376.000
2298	-8795.061	-1379.211
2299	-8759.230	-1382.421
2300	-8723.399	-1385.634
2301	-8687.566	-1388.845
2302	-8651.734	-1392.056
2303	-8669.759	-1325.258
2304	-8704.714	-1322.172
2305	-8739.669	-1319.086
2306	-8774.623	-1316.000
2307	-8809.577	-1312.915
2308	-8844.532	-1309.829
2309	-8879.486	-1306.742
2310	-8914.440	-1303.656
2311	-8949.393	-1300.570
2312	-8983.916	-1294.558
2313	-9234.041	-1275.443
2314	-9269.261	-1272.334
2315	-9304.481	-1269.225
2316	-9339.700	-1266.116
2317	-9374.919	-1263.008
2318	-9410.138	-1259.899
2319	-9445.358	-1256.790
2320	-9480.576	-1253.680
2321	-9515.342	-1247.927
2322	-9582.787	-1243.229
2323	-9466.395	-1229.839
2324	-9431.539	-1232.916
2325	-9396.683	-1235.993
2326	-9361.827	-1239.069
2327	-9326.970	-1242.146
2328	-9292.114	-1245.223
2329	-9257.258	-1248.300
2330	-9222.402	-1251.376
2331	-9187.545	-1254.452
2332	-9152.689	-1257.528
2333	-9117.833	-1260.605
2334	-9084.563	-1263.240
2335	-8924.747	-1277.501
2336	-8891.056	-1280.430
2337	-8857.364	-1283.358
2338	-8823.672	-1286.287
2339	-8789.981	-1289.217
2340	-8756.288	-1292.146
2341	-8722.597	-1295.076
2342	-8688.907	-1298.005
2343	-8655.215	-1300.935
2344	-8621.524	-1303.865
2345	-8587.831	-1306.793
2346	-8555.655	-1309.256
2347	-9042.624	-1156.449
2348	-8971.846	-1161.921
2349	-8621.628	-1101.750
2350	-8651.273	-1099.100
2351	-8680.919	-1096.451
2352	-8710.564	-1093.802
2353	-8740.209	-1091.154
2354	-8769.854	-1088.505
2355	-8799.499	-1085.856
2356	-8829.144	-1083.207
2357	-8858.789	-1080.558
2358	-8888.434	-1077.909
2359	-8876.546	-1040.582
2360	-8848.564	-1043.028
2361	-8820.583	-1045.475
2362	-8792.601	-1047.921
2363	-8764.618	-1050.368
2364	-8736.636	-1052.814
2365	-8708.655	-1055.261
2366	-8680.672	-1057.708
2367	-8652.690	-1060.154
2368	-8624.709	-1062.601
2369	-9728.596	-1271.371
2370	-9764.325	-1268.218
2371	-9800.053	-1265.064
2372	-9835.782	-1261.910
2373	-9871.510	-1258.756
2374	-9907.238	-1255.603
2375	-9942.966	-1252.450
2376	-9978.694	-1249.296
2377	-10014.422	-1246.142
2378	-10050.150	-1242.988
2379	-10085.878	-1239.836
2380	-10121.607	-1236.681
2381	-10157.335	-1233.529
2382	-10193.064	-1230.375
2383	-10253.762	-1250.106
2384	-10218.325	-1253.234
2385	-10182.887	-1256.362
2386	-10147.450	-1259.490
2387	-10117.017	-1266.608
2388	-10046.687	-1273.693
2389	-10010.581	-1271.574
2390	-9974.330	-1274.774
2391	-9938.079	-1277.974
2392	-9901.828	-1281.175
2393	-9865.576	-1284.374
2394	-9828.512	-1287.641
2395	-9793.073	-1290.770
2396	-9757.635	-1293.898
2397	-9722.198	-1297.027
2398	-9686.760	-1300.155
2399	-9651.323	-1303.282
2400	-9722.477	-1232.329
2401	-9757.702	-1229.219
2402	-9792.928	-1226.111
2403	-9828.153	-1223.001
2404	-9863.378	-1219.893
2405	-9898.603	-1216.783
2406	-9933.828	-1213.675
2407	-9969.053	-1210.564
2408	-10004.278	-1207.457
2409	-10039.070	-1201.419
2410	-10110.536	-1195.787
2411	-10138.196	-1195.637
2412	-10165.829	-1193.199
2413	-10193.460	-1190.761
2414	-10243.582	-1161.249
2415	-10208.624	-1164.334
2416	-10173.668	-1167.419
2417	-10140.325	-1170.103
2418	-9979.097	-1184.590
2419	-9944.966	-1187.603
2420	-9910.834	-1190.615
2421	-9876.702	-1193.627
2422	-9842.570	-1196.639
2423	-9808.438	-1199.651
2424	-9774.305	-1202.664
2425	-9740.173	-1205.676
2426	-9706.041	-1208.688
2427	-9671.909	-1211.702
2428	-9637.778	-1214.713
2429	-9431.371	-1033.161
2430	-9463.224	-1036.947
2431	-9495.072	-1039.390
2432	-9423.742	-992.296
2433	-9452.726	-985.822
2434	-9616.188	-968.145
2435	-9645.700	-969.855
2436	-9674.216	-971.652
2437	-9677.405	-1007.477
2438	-9650.340	-1013.791
2439	-9622.279	-1020.193
2440	-10104.118	-1104.794
2441	-10138.990	-1101.715
2442	-10173.863	-1098.634
2443	-10208.733	-1095.555
2444	-10243.605	-1092.476
2445	-10239.467	-1054.713
2446	-10205.080	-1057.748
2447	-10170.693	-1060.785
2448	-10134.456	-1063.985
2449	-10098.261	-1063.250
2450	-10027.489	-1068.733
2451	-11997.924	-1745.994
2452	-12029.919	-1743.122
2453	-12061.914	-1740.250
2454	-12093.907	-1737.378
2455	-12125.900	-1734.506
2456	-12157.893	-1731.633
2457	-12189.886	-1728.761
2458	-12221.879	-1725.889
2459	-12253.872	-1723.015
2460	-12285.865	-1720.143
2461	-12317.866	-1717.353
2462	-12349.860	-1714.478
2463	-12381.856	-1711.634
2464	-12409.822	-1675.062
2465	-12373.750	-1673.740
2466	-12302.660	-1678.857
2467	-12271.769	-1687.263
2468	-12239.707	-1690.096
2469	-12207.645	-1692.930
2470	-12175.582	-1695.762
2471	-12143.521	-1698.596
2472	-12111.459	-1701.429
2473	-12079.398	-1704.262
2474	-12051.507	-1706.727
2475	-12015.789	-1709.884
2476	-11980.069	-1713.040
2477	-11964.366	-1605.815
2478	-11999.486	-1602.663
2479	-12034.607	-1599.511
2480	-12069.728	-1596.358
2481	-12104.848	-1593.206
2482	-12139.969	-1590.053
2483	-12175.089	-1586.901
2484	-12210.210	-1583.750
2485	-12245.330	-1580.597
2486	-12271.707	-1580.677
2487	-12296.801	-1586.814
2488	-12365.022	-1579.173
2489	-12391.968	-1568.276
2490	-12395.174	-1533.172
2491	-12360.642	-1531.702
2492	-12289.570	-1536.818
2493	-12259.634	-1545.146
2494	-12228.526	-1547.896
2495	-12197.417	-1550.644
2496	-12166.308	-1553.393
2497	-12135.199	-1556.142
2498	-12104.090	-1558.889
2499	-12072.980	-1561.638
2500	-12041.871	-1564.387
2501	-12010.763	-1567.135
2502	-11979.653	-1569.884
2503	-11948.545	-1572.632
2504	-11945.180	-1461.580
2505	-11978.708	-1458.514
2506	-12012.237	-1455.447
2507	-12045.764	-1452.381
2508	-12079.293	-1449.314
2509	-12112.821	-1446.248
2510	-12146.350	-1443.183
2511	-12179.878	-1440.116
2512	-12213.407	-1437.050
2513	-12199.204	-1299.349
2514	-12165.516	-1302.218
2515	-12131.827	-1305.087
2516	-12098.139	-1307.957
2517	-12064.450	-1310.826
2518	-12030.762	-1313.696
2519	-11997.073	-1316.565
2520	-11963.384	-1319.435
2521	-11929.696	-1322.304
2522	-12423.763	-1173.837
2523	-12358.186	-1185.527
2524	-12388.407	-1177.013
2525	-13381.924	-1649.072
2526	-13452.525	-1636.714
2527	-13374.876	-1572.743
2528	-13452.403	-1575.947
2529	-13367.856	-1507.431
2530	-13444.006	-1493.484
2531	-13332.226	-1445.349
2532	-13361.493	-1422.187
2533	-13438.645	-1430.670
2534	-13317.988	-1350.299
2535	-13351.955	-1376.531
2536	-13432.620	-1344.857
2537	-13304.199	-1200.453
2538	-13415.581	-1187.981
2539	-13521.292	-1192.666
2540	-13319.608	-1097.110
2541	-13282.410	-1099.275
2542	-13340.652	-1113.685
2543	-13302.057	-1117.087
2544	-13260.363	-1113.860
2545	-13179.654	-1069.667
2546	-13205.103	-1068.145
2547	-13230.620	-1068.795
2548	-13256.139	-1069.444
2549	-15158.530	-1489.380
2550	-15193.195	-1487.442
2551	-15227.861	-1485.503
2552	-15262.526	-1483.565
2553	-15297.191	-1481.628
2554	-15332.706	-1475.632
2555	-15577.837	-1465.938
2556	-15612.809	-1463.984
2557	-15647.780	-1462.029
2558	-15682.753	-1460.074
2559	-15717.725	-1458.120
2560	-15752.697	-1456.164
2561	-15787.669	-1454.209
2562	-15927.556	-1446.388
2563	-15962.529	-1444.434
2564	-15998.435	-1438.782
2565	-16296.548	-1473.414
2566	-16326.500	-1471.740
2567	-16167.264	-1432.977
2568	-16194.545	-1428.826
2569	-16221.825	-1424.678
2570	-16249.105	-1420.529
2571	-16255.569	-1316.890
2572	-16227.750	-1319.091
2573	-16200.063	-1324.420
2574	-16172.296	-1327.838
2575	-16144.433	-1329.018
2576	-16116.569	-1330.198
2577	-16088.632	-1329.606
2578	-15991.746	-1331.274
2579	-15961.540	-1336.707
2580	-15925.585	-1338.280
2581	-15781.754	-1344.368
2582	-15745.797	-1345.891
2583	-15709.840	-1347.413
2584	-15673.881	-1348.935
2585	-15637.923	-1350.456
2586	-15601.966	-1351.979
2587	-15566.008	-1353.500
2588	-15393.403	-1356.007
2589	-15325.187	-1359.771
2590	-15293.961	-1365.007
2591	-15258.509	-1366.518
2592	-15223.057	-1368.019
2593	-15187.604	-1369.519
2594	-15152.152	-1371.020
2595	-15144.983	-1282.380
2596	-15179.981	-1281.383
2597	-15214.979	-1280.386
2598	-15249.976	-1279.388
2599	-15284.974	-1278.392
2600	-15319.403	-1283.420
2601	-15386.904	-1280.874
2602	-15564.388	-1273.928
2603	-15599.554	-1271.927
2604	-15634.807	-1270.924
2605	-15670.061	-1269.919
2606	-15705.313	-1268.915
2607	-15740.567	-1267.911
2608	-15775.820	-1266.907
2609	-15916.833	-1262.890
2610	-15952.086	-1261.885
2611	-15986.508	-1264.709
2612	-16084.246	-1259.702
2613	-16113.774	-1256.257
2614	-16143.376	-1255.414
2615	-16172.978	-1254.571
2616	-16202.580	-1253.728
2617	-16232.180	-1252.885
2618	-16317.342	-1258.136
2619	-16210.125	-1220.058
2620	-16236.817	-1210.414
2621	-16356.452	-1470.066
2622	-16386.403	-1468.391
2623	-16365.195	-1363.658
2624	-2344.308	-2746.428
2625	-2308.057	-2749.621
2626	-2271.808	-2752.813
2627	-1983.861	-2781.041
2628	-2012.058	-2787.274
2629	-2130.373	-2780.648
2630	-2163.652	-2766.103
2631	-2199.310	-2759.197
2632	-2235.558	-2756.004
2633	-2380.559	-2743.236
2634	-2416.809	-2740.045
2635	-2453.060	-2736.853
2636	-2489.312	-2733.661
2637	-2525.564	-2730.469
2638	-2670.483	-2716.712
2639	-2706.743	-2713.642
2640	-2742.975	-2715.864
2641	-2863.903	-2702.079
2642	-2889.679	-2698.239
2643	-2915.412	-2693.900
2644	-2304.668	-2711.935
2645	-2269.935	-2714.995
2646	-2235.201	-2718.055
2647	-1979.365	-2731.048
2648	-2096.527	-2720.993
2649	-2130.947	-2725.952
2650	-2165.736	-2724.174
2651	-2200.469	-2721.114
2652	-2339.403	-2708.875
2653	-2374.137	-2705.814
2654	-2408.872	-2702.755
2655	-2443.606	-2699.694
2656	-2478.342	-2696.633
2657	-2513.076	-2693.573
2658	-2652.017	-2681.336
2659	-2686.718	-2677.970
2660	-2720.402	-2669.183
2661	-2838.443	-2650.282
2662	-2873.626	-2651.032
2663	-2908.806	-2651.783
2664	-2305.960	-2606.091
2665	-2271.121	-2609.158
2666	-2236.282	-2612.224
2667	-2066.000	-2643.744
2668	-2097.705	-2629.122
2669	-2131.772	-2621.481
2670	-2166.604	-2618.356
2671	-2201.443	-2615.291
2672	-2340.798	-2603.025
2673	-2375.639	-2599.959
2674	-2410.478	-2596.892
2675	-2445.318	-2593.826
2676	-2480.158	-2590.760
2677	-2619.518	-2578.501
2678	-2654.423	-2578.252
2679	-2688.578	-2585.319
2680	-2805.384	-2577.569
2681	-2837.908	-2563.249
2682	-2872.734	-2556.227
2683	-2908.186	-2553.107
2684	-2943.639	-2549.986
2685	-2979.092	-2546.867
2686	-3014.545	-2543.746
2687	-3049.995	-2540.625
2688	-3058.060	-2501.870
2689	-3022.299	-2505.019
2690	-2986.537	-2508.168
2691	-2950.774	-2511.318
2692	-2915.011	-2514.466
2693	-2879.248	-2517.613
2694	-2843.484	-2520.761
2695	-2807.675	-2523.005
2696	-2772.149	-2518.489
2697	-2657.039	-2527.599
2698	-2623.912	-2538.711
2699	-2484.629	-2552.347
2700	-2449.763	-2555.415
2701	-2414.896	-2558.485
2702	-2380.032	-2561.555
2703	-2345.168	-2564.626
2704	-2310.303	-2567.696
2705	-2275.438	-2570.766
2706	-2240.573	-2573.836
2707	-2205.708	-2576.906
2708	-2170.844	-2579.976
2709	-2135.981	-2583.046
2710	-2101.118	-2586.115
2711	-2066.202	-2588.038
2712	-2031.618	-2583.278
2713	-2101.555	-2479.996
2714	-2136.401	-2476.930
2715	-2171.248	-2473.864
2716	-2206.096	-2470.799
2717	-2240.943	-2467.733
2718	-2275.790	-2464.668
2719	-2310.637	-2461.604
2720	-2345.485	-2458.537
2721	-2380.333	-2455.472
2722	-2415.181	-2452.408
2723	-2450.030	-2449.343
2724	-2484.877	-2446.278
2725	-2623.606	-2447.369
2726	-2742.037	-2439.798
2727	-2774.812	-2425.006
2728	-2810.010	-2417.693
2729	-2845.887	-2414.533
2730	-2881.763	-2411.379
2731	-2917.642	-2408.222
2732	-2953.519	-2405.065
2733	-2989.396	-2401.907
2734	-3025.273	-2398.750
2735	-3034.257	-2359.890
2736	-2998.134	-2363.069
2737	-2962.011	-2366.248
2738	-2925.888	-2369.427
2739	-2889.764	-2372.607
2740	-2853.642	-2375.784
2741	-2817.518	-2378.964
2742	-2781.396	-2382.142
2743	-2745.230	-2384.538
2744	-2709.318	-2380.195
2745	-2489.803	-2407.794
2746	-2454.998	-2410.856
2747	-2420.193	-2413.918
2748	-2385.389	-2416.981
2749	-2350.583	-2420.044
2750	-2315.780	-2423.108
2751	-2280.975	-2426.172
2752	-2246.171	-2429.236
2753	-2211.368	-2432.298
2754	-2176.562	-2435.361
2755	-2141.759	-2438.424
2756	-2106.956	-2441.487
2757	-2069.763	-2339.944
2758	-2104.549	-2336.885
2759	-2139.337	-2333.827
2760	-2174.126	-2330.768
2761	-2208.913	-2327.710
2762	-2243.699	-2324.651
2763	-2278.487	-2321.593
2764	-2313.275	-2318.535
2765	-2348.063	-2315.478
2766	-2382.852	-2312.419
2767	-2417.640	-2309.361
2768	-2452.428	-2306.305
2769	-2672.592	-2293.865
2770	-2705.057	-2285.862
2771	-2738.410	-2282.670
2772	-2771.788	-2279.735
2773	-2805.168	-2276.800
2774	-2838.546	-2273.866
2775	-2871.925	-2270.931
2776	-2905.303	-2267.994
2777	-2938.681	-2265.058
2778	-2972.059	-2262.122
2779	-3005.438	-2259.184
2780	-3038.831	-2256.471
2781	-2900.762	-2114.417
2782	-2934.574	-2111.443
2783	-3001.228	-2099.964
2784	-2968.360	-2108.222
2785	-2866.951	-2117.391
2786	-2833.137	-2120.364
2787	-2799.326	-2123.338
2788	-2765.515	-2126.311
2789	-2731.703	-2129.284
2790	-2697.891	-2132.256
2791	-2664.080	-2135.227
2792	-2630.261	-2138.104
2793	-2976.376	-2026.229
2794	-3091.434	-2015.843
2795	-3060.583	-1956.061
2796	-2944.028	-1965.664
2797	-1968.014	-1956.050
2798	-1998.108	-1953.408
2799	-2028.202	-1950.768
2800	-2058.297	-1948.126
2801	-2088.394	-1945.485
2802	-2299.066	-1926.994
2803	-2329.200	-1924.997
2804	-2359.230	-1927.814
2805	-2388.463	-1937.143
2806	-2408.522	-1917.687
2807	-2446.361	-1914.364
